"Common IMEI/MEID","Common Serial Number","Common Model Name","Common Market Name","Common SKU","Common Supported Services","Common Latest OS Version","Common Installed SPL","Common Enrollment Profile","Common License Name/Type","Common Tags","Common Buyer Code","Common Wifi Mac Address","Common Upload Source","Common Last Uploaded By","Common Last Seen","Common Last Modified Date","KME Device Status","KME EMM Auto Enrollment","KME Order Number","KME Submitted","KME OS Version","KME Tags","KME Lock Status","KME Last Seen","KME Last Modified","KFM Firmware","KFM Security Patch","KFM Operation Status","KFM Client Status","KFM Error Code","KFM Auto Enrollment","KFM Campaign","KFM Gradual Campaign Rollout Start","KFM Update Status","KFM EMM Group","KFM Emm Status","KFM Sales Code","KFM CSC","KFM Order Number","KFM OS Version","KFM Tags","KFM Last Seen","KFM Last Modified","KAI Device Status","KAI Device Group","KAI Auto Enrollment","KAI Permissions","KAI Battery Health","KAI Battery Status","KAI Device Health","KAI Firmware Version","KAI OS Version","KAI Tags","KAI Last Seen","KAI Last Modified","KC Profile","KC Service End Date","KC Device Status","KC Knox Version","KC Custom ID","KC OS Version","KC Tags","KC Last Seen","KC Last Modified"
"359548575939231","R95Y6099PWJ","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:9F:FB:78","Reseller","T-Mobile","2025 Sep 23","2026 Jul 22","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 23","2026 Jul 22","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061124484","R92X40KRETX","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:30:30","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_134","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061195799","R92X51A9E4W","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:42:9A:9A","Reseller","Verizon Wireless","2024 Jun 28","2024 Jun 28","Enrolled (restricted)","On","VZW_P003101_2120970_1","2024 Jun 08","14","Drivers","UNLOCKED","2024 Jun 28","2024 Jun 28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 08"
"359548575895573","R95Y6095PKE","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:9F:D9:5C","Reseller","T-Mobile","2025 Oct 30","2026 Jul 03","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 30","2026 Jul 03","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061109204","R92X40KQ1HW","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:24:40","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_130","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122959","R92X40KRA6B","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:FE","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113056_190","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061115243","R92X40KQKTA","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","2024-02-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","9C:39:28:3A:28:F8","Reseller","Verizon Wireless","2026 May 18","2026 May 18","Enrolled (restricted)","On","P003101_2113056_2","2024 Jun 07","14","Drivers","UNLOCKED","2026 May 18","2026 May 18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723635","R95Y608JPLY","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:90","Reseller","T-Mobile","2025 Sep 17","2026 Jun 27","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 17","2026 Jun 27","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061122850","R92X40KR9WV","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","","","","9C:39:28:3A:2E:EA","Reseller","Verizon Wireless","","2026 Mar 25","Profile assigned","On","P003101_2113056_50","2026 Mar 25","","","UNLOCKED","","2026 Mar 25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125903","R92X40KRK4X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:4C","Reseller","Verizon Wireless","2024 Jun 28","2024 Jun 28","Enrolled (restricted)","On","P003101_2113036_158","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 28","2024 Jun 28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575704692","R95Y608GZ7M","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:88:C4","Reseller","T-Mobile","2025 Oct 14","2026 Jun 26","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 14","2026 Jun 26","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061114931","R92X40KQJWF","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","","","","9C:39:28:3A:28:BA","Reseller","Verizon Wireless","","2024 Jun 07","Profile assigned","On","P003101_2113036_106","2024 Jun 07","","Drivers","UNLOCKED","","2024 Jun 07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061124195","R92X40KRDYA","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:F6","Reseller","Verizon Wireless","2025 Jul 20","2025 Jul 20","Enrolled (restricted)","On","P003101_2113056_146","2024 Jun 07","14","Drivers","UNLOCKED","2025 Jul 20","2025 Jul 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125564","R92X40KRJ3L","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:08","Reseller","Verizon Wireless","2024 Oct 29","2024 Oct 29","Enrolled (restricted)","On","P003101_2113036_126","2024 Jun 07","14","Drivers","UNLOCKED","2024 Oct 29","2024 Oct 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123940","R92X40KRD6H","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:C4","Reseller","Verizon Wireless","2024 Aug 22","2024 Aug 22","Enrolled (restricted)","On","P003101_2113056_94","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 22","2024 Aug 22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123189","R92X40KRAWK","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","Android 14","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:2C","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_114","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061119534","R92X40KQZTT","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2C:52","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113036_74","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123841","R92X40KRCWE","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","","","","9C:39:28:3A:2F:B0","Reseller","Verizon Wireless","","2024 Jun 07","Profile assigned","On","P003101_2113056_90","2024 Jun 07","","Drivers","UNLOCKED","","2024 Jun 07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123163","R92X40KRATF","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:28","Reseller","Verizon Wireless","2024 Jun 14","2024 Jun 14","Enrolled (restricted)","On","P003101_2113056_158","2024 Jun 07","14","Drivers","UNLOCKED","2024 Jun 14","2024 Jun 14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061110467","R92X40KQ5BK","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:25:3C","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113036_38","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723817","R95Y608JQ5K","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:B4","Reseller","T-Mobile","2025 Sep 17","2026 Sep 04","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 17","2026 Sep 04","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"356655901563107","R9ZL304YGFP","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:82:62","Reseller","Verizon Wireless","2026 Jun 09","2026 Jun 09","Enrolled (restricted)","On","VZW_1806301_4387028_1","2026 May 30","16","","UNLOCKED","2026 Jun 09","2026 Jun 09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"359548575723825","R95Y608JQ6T","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:B6","Reseller","T-Mobile","2025 Oct 24","2026 Jun 28","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 24","2026 Jun 28","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061123171","R92X40KRAVW","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:2A","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113056_194","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575704361","R95Y608GY7N","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 15","","Knox Manage - Trial 25 T-Mobile Tablets","KnoxSuiteTrial1758123134707364141924;Knox Suite Enterprise Plan","","","68:DF:E4:8C:88:82","Reseller","T-Mobile","2025 Nov 06","2025 Nov 20","DO enrollment","On","","2025 Sep 05","15","T-Mobile","UNLOCKED","2025 Nov 06","2025 Nov 20","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061113735","R92X40KQF8X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:27:CA","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_150","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061120052","R92X40KR1DT","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2C:BA","Reseller","Verizon Wireless","2024 Dec 08","2024 Dec 08","Enrolled (restricted)","On","P003101_2113036_10","2024 Jun 07","14","Drivers","UNLOCKED","2024 Dec 08","2024 Dec 08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122769","R92X40KR9LE","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:D8","Reseller","Verizon Wireless","2024 Aug 23","2024 Aug 23","Enrolled (restricted)","On","P003101_2113056_34","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 23","2024 Aug 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575723767","R95Y608JQ0R","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:AA","Reseller","T-Mobile","2025 Oct 23","2026 Jun 28","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 23","2026 Jun 28","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"359548575580365","R95Y6081KJM","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:82:AC:24","Reseller","T-Mobile","2025 Oct 06","2026 Aug 14","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Oct 06","2026 Aug 14","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061124666","R92X40KRFCH","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:30:54","Reseller","Verizon Wireless","2024 Aug 01","2024 Aug 01","Enrolled (restricted)","On","P003101_2113056_170","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 01","2024 Aug 01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901561580","R9ZL304YBVW","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:81:32","Reseller","Verizon Wireless","2026 Jul 02","2026 Sep 03","Enrolled (restricted)","On","VZW_1806301_4387028_5","2026 May 30","16","","UNLOCKED","2026 Jul 02","2026 Sep 03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"359548576027838","R95Y609HWDW","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","TMB","68:DF:E4:A8:56:DC","Reseller","T-Mobile","2026 Jun 02","2026 Jun 28","Profile assigned","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2026 Jun 02","2026 Jun 28","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Jun 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061119039","R92X40KQYAP","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2B:EE","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_78","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901559659","R9ZL304Y60E","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:B0","Reseller","Verizon Wireless","2026 Jun 05","2026 Jun 05","Enrolled (restricted)","On","VZW_1806301_4387028_15","2026 May 30","16","","UNLOCKED","2026 Jun 05","2026 Jun 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061125671","R92X40KRJEW","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:1E","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_166","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901560947","R9ZL304Y9XX","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:80:B2","Reseller","Verizon Wireless","2026 Jul 01","2026 Sep 11","Enrolled (restricted)","On","VZW_1806301_4387028_8","2026 May 30","16","","UNLOCKED","2026 Jul 01","2026 Sep 11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"359548575980748","R95Y609DJPB","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","TMB","68:DF:E4:A8:31:A6","Reseller","T-Mobile","2026 Jun 09","2026 Jul 10","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2026 Jun 09","2026 Jul 10","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"356655901559394","R9ZL304Y57T","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:7C","Reseller","Verizon Wireless","2026 Jun 09","2026 Jun 09","Enrolled (restricted)","On","VZW_1806301_4387028_16","2026 May 30","16","","UNLOCKED","2026 Jun 09","2026 Jun 09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"359548575711838","R95Y608HLVK","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-01-01","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:8E:58","Reseller","T-Mobile","2025 Sep 22","2026 Feb 16","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 22","2026 Feb 16","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"359548575723429","R95Y608JNZR","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 16","2026-06-05","Knox Manage - Trial 25 T-Mobile Tablets","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","68:DF:E4:8C:97:66","Reseller","T-Mobile","2025 Sep 23","2026 Jun 30","DO enrollment","On","","2025 Sep 05","16","T-Mobile","UNLOCKED","2025 Sep 23","2026 Jun 30","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"356655901562364","R9ZL304YE7X","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:81:CE","Reseller","Verizon Wireless","2026 Jun 05","2026 Jun 05","Enrolled (restricted)","On","VZW_1806301_4387028_4","2026 May 30","16","","UNLOCKED","2026 Jun 05","2026 Jun 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
"350842061125614","R92X40KRJ8A","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:12","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_130","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061115342","R92X40KQL4X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:29:0C","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_26","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061129723","R92X40KY09T","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:B0:A8","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_30","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123577","R92X40KRC2X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","","","","","9C:39:28:3A:2F:7A","Reseller","Verizon Wireless","","2024 Jun 07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
